4.238622e+01 4.240474e+01 4.242311e+01 4.244069e+01 4.245695e+01 4.247143e+01 4.248381e+01 4.249388e+01 4.250159e+01 4.250696e+01 4.251013e+01 4.251133e+01 4.251076e+01 4.250868e+01 4.250527e+01 4.250066e+01 4.249492e+01 4.248804e+01 4.247996e+01 4.247058e+01 4.245982e+01 4.244764e+01 4.243408e+01 4.241929e+01 4.240354e+01 4.238722e+01 4.237085e+01 4.235502e+01 4.234035e+01 4.232750e+01 4.231705e+01 4.230951e+01 4.230527e+01 4.230457e+01 4.230748e+01 4.231393e+01 4.232365e+01 4.233629e+01 4.235133e+01 4.236819e+01 
3.250283e+01 3.253894e+01 3.257359e+01 3.260539e+01 3.263313e+01 3.265586e+01 3.267296e+01 3.268423e+01 3.268988e+01 3.269051e+01 3.268703e+01 3.268058e+01 3.267236e+01 3.266348e+01 3.265479e+01 3.264680e+01 3.263959e+01 3.263280e+01 3.262572e+01 3.261737e+01 3.260669e+01 3.259274e+01 3.257483e+01 3.255272e+01 3.252666e+01 3.249741e+01 3.246623e+01 3.243472e+01 3.240465e+01 3.237783e+01 3.235592e+01 3.234027e+01 3.233184e+01 3.233113e+01 3.233821e+01 3.235273e+01 3.237396e+01 3.240090e+01 3.243230e+01 3.246677e+01 
2.450229e+01 2.454945e+01 2.459325e+01 2.463157e+01 2.466245e+01 2.468427e+01 2.469602e+01 2.469744e+01 2.468918e+01 2.467277e+01 2.465057e+01 2.462544e+01 2.460046e+01 2.457851e+01 2.456187e+01 2.455186e+01 2.454868e+01 2.455128e+01 2.455755e+01 2.456457e+01 2.456906e+01 2.456791e+01 2.455867e+01 2.453995e+01 2.451170e+01 2.447522e+01 2.443301e+01 2.438839e+01 2.434507e+01 2.430666e+01 2.427623e+01 2.425601e+01 2.424729e+01 2.425035e+01 2.426467e+01 2.428911e+01 2.432209e+01 2.436182e+01 2.440642e+01 2.445391e+01 
1.340447e+01 1.343382e+01 1.346000e+01 1.348151e+01 1.349704e+01 1.350556e+01 1.350652e+01 1.350000e+01 1.348672e+01 1.346808e+01 1.344607e+01 1.342301e+01 1.340135e+01 1.338332e+01 1.337066e+01 1.336433e+01 1.336440e+01 1.336994e+01 1.337919e+01 1.338978e+01 1.339906e+01 1.340453e+01 1.340421e+01 1.339694e+01 1.338256e+01 1.336197e+01 1.333692e+01 1.330984e+01 1.328340e+01 1.326016e+01 1.324229e+01 1.323128e+01 1.322791e+01 1.323228e+01 1.324391e+01 1.326192e+01 1.328517e+01 1.331241e+01 1.334230e+01 1.337347e+01 
5.284190e+00 5.295226e+00 5.303994e+00 5.309851e+00 5.312401e+00 5.311526e+00 5.307392e+00 5.300436e+00 5.291324e+00 5.280904e+00 5.270125e+00 5.259951e+00 5.251260e+00 5.244746e+00 5.240826e+00 5.239590e+00 5.240787e+00 5.243864e+00 5.248061e+00 5.252533e+00 5.256480e+00 5.259243e+00 5.260359e+00 5.259580e+00 5.256861e+00 5.252353e+00 5.246394e+00 5.239496e+00 5.232304e+00 5.225539e+00 5.219910e+00 5.216052e+00 5.214471e+00 5.215514e+00 5.219355e+00 5.225964e+00 5.235093e+00 5.246258e+00 5.258756e+00 5.271719e+00 
1.533271e+00 1.535726e+00 1.536769e+00 1.536248e+00 1.534264e+00 1.531122e+00 1.527256e+00 1.523147e+00 1.519255e+00 1.515969e+00 1.513569e+00 1.512204e+00 1.511872e+00 1.512425e+00 1.513584e+00 1.514976e+00 1.516206e+00 1.516943e+00 1.517006e+00 1.516437e+00 1.515508e+00 1.514660e+00 1.514357e+00 1.514931e+00 1.516443e+00 1.518657e+00 1.521109e+00 1.523255e+00 1.524627e+00 1.524957e+00 1.524232e+00 1.522688e+00 1.520759e+00 1.519001e+00 1.517969e+00 1.518098e+00 1.519586e+00 1.522331e+00 1.525939e+00 1.529810e+00 
3.087173e-01 3.088725e-01 3.083087e-01 3.070617e-01 3.053198e-01 3.033626e-01 3.014906e-01 2.999676e-01 2.989879e-01 2.986634e-01 2.990228e-01 3.000104e-01 3.014851e-01 3.032232e-01 3.049347e-01 3.062982e-01 3.070167e-01 3.068886e-01 3.058794e-01 3.041714e-01 3.021633e-01 3.003983e-01 2.994248e-01 2.996288e-01 3.011018e-01 3.036020e-01 3.066266e-01 3.095624e-01 3.118530e-01 3.131255e-01 3.132528e-01 3.123538e-01 3.107477e-01 3.088753e-01 3.071975e-01 3.060870e-01 3.057376e-01 3.061187e-01 3.069923e-01 3.079889e-01 
3.616950e-02 3.605035e-02 3.565233e-02 3.503311e-02 3.430814e-02 3.361214e-02 3.306235e-02 3.273644e-02 3.266923e-02 3.286254e-02 3.329680e-02 3.393541e-02 3.472049e-02 3.556574e-02 3.635478e-02 3.695089e-02 3.721997e-02 3.706423e-02 3.646020e-02 3.548938e-02 3.434579e-02 3.330625e-02 3.266113e-02 3.262375e-02 3.325419e-02 3.443333e-02 3.590047e-02 3.733649e-02 3.845540e-02 3.907091e-02 3.912491e-02 3.868230e-02 3.790311e-02 3.700018e-02 3.618831e-02 3.563280e-02 3.540966e-02 3.548986e-02 3.575422e-02 3.603487e-02 
7.665081e-05 1.510702e-05 -1.272759e-04 -3.210597e-04 -5.220380e-04 -6.867353e-04 -7.855916e-04 -8.085250e-04 -7.615347e-04 -6.578922e-04 -5.100609e-04 -3.270406e-04 -1.176520e-04 1.034479e-04 3.113261e-04 4.708994e-04 5.425590e-04 4.926001e-04 3.064608e-04 1.118165e-06 -3.688964e-04 -7.178399e-04 -9.500702e-04 -9.913657e-04 -8.174208e-04 -4.651200e-04 -2.018384e-05 4.124360e-04 7.408991e-04 9.088300e-04 9.032112e-04 7.504959e-04 5.055915e-04 2.369081e-04 9.553884e-06 -1.305296e-04 -1.675889e-04 -1.187033e-04 -2.678934e-05 5.411845e-05 
-8.901268e-04 -9.078080e-04 -9.431161e-04 -9.871369e-04 -1.028220e-03 -1.056258e-03 -1.066119e-03 -1.058625e-03 -1.038757e-03 -1.012323e-03 -9.831374e-04 -9.521984e-04 -9.189308e-04 -8.834044e-04 -8.481956e-04 -8.190225e-04 -8.039009e-04 -8.109635e-04 -8.453380e-04 -9.058381e-04 -9.827594e-04 -1.058410e-03 -1.111441e-03 -1.124204e-03 -1.090061e-03 -1.016711e-03 -9.235135e-04 -8.342577e-04 -7.692527e-04 -7.400985e-04 -7.481892e-04 -7.860738e-04 -8.403960e-04 -8.956081e-04 -9.379166e-04 -9.587186e-04 -9.566219e-04 -9.374272e-04 -9.120497e-04 -8.929546e-04 
